budget_per_class,labeled_runs,pct_of_dev_labels,seed,fold,arm,F1macro,RootAlarmChrono,RootAlarmKB,RootAlarm_n
50,1050,12.5,17,4,lookup,0.586054739804376,0.34725274725274724,0.6051282051282051,1365
50,1050,12.5,17,4,proposed,0.5813428374476013,0.37216117216117217,0.4461538461538462,1365
50,1050,12.5,42,0,cnn,0.5627050426139835,,,0
50,1050,12.5,42,0,lookup,0.6055563700664495,0.32397408207343414,0.5932325413966882,1389
50,1050,12.5,42,0,proposed,0.602966792186904,0.3484521238300936,0.3621310295176386,1389
50,1050,12.5,42,1,cnn,0.5541693136035865,,,0
50,1050,12.5,42,1,lookup,0.5783101727023459,0.3564645726807889,0.620891161431702,1369
50,1050,12.5,42,1,proposed,0.5742319198679952,0.3623082542001461,0.3805697589481373,1369
50,1050,12.5,42,2,cnn,0.5437872398608751,,,0
50,1050,12.5,42,2,lookup,0.5955246788592875,0.3645066273932253,0.6237113402061856,1358
50,1050,12.5,42,2,proposed,0.5923854714049124,0.3696612665684831,0.43519882179675995,1358
50,1050,12.5,42,3,cnn,0.5583309119532817,,,0
50,1050,12.5,42,3,lookup,0.5937916320121849,0.3335704125177809,0.6152204836415363,1406
50,1050,12.5,42,3,proposed,0.5911707187093975,0.3390191897654584,0.3837953091684435,1407
50,1050,12.5,42,4,cnn,0.564014086175535,,,0
50,1050,12.5,42,4,lookup,0.5959565315596639,0.32145402708481824,0.6065573770491803,1403
50,1050,12.5,42,4,proposed,0.591611174037253,0.32430506058446185,0.3592302209550962,1403
100,2100,25.0,5,0,cnn,0.5753796480831304,,,0
100,2100,25.0,5,0,lookup,0.6088258188897482,0.34820775420629113,0.6130212143379663,1367
100,2100,25.0,5,0,proposed,0.6005899721784603,0.35698610095098754,0.3972201901975128,1367
100,2100,25.0,5,1,cnn,0.5856437702951571,,,0
100,2100,25.0,5,1,lookup,0.6270642638593206,0.340014847809948,0.6109873793615441,1347
100,2100,25.0,5,1,proposed,0.6128820135277812,0.3548148148148148,0.4762962962962963,1350
100,2100,25.0,5,2,cnn,0.5721001699100602,,,0
100,2100,25.0,5,2,lookup,0.5959947063566092,0.3550465282748747,0.5998568360773086,1397
100,2100,25.0,5,2,proposed,0.5930375194262538,0.34073013600572655,0.37294201861130993,1397
100,2100,25.0,5,3,cnn,0.5901456946816268,,,0
100,2100,25.0,5,3,lookup,0.6276145531170677,0.3392330383480826,0.6179941002949852,1356
100,2100,25.0,5,3,proposed,0.6189893310999048,0.35988200589970504,0.37831858407079644,1356
100,2100,25.0,5,4,cnn,0.5954985366811767,,,0
100,2100,25.0,5,4,lookup,0.6304180448373821,0.3491599707815924,0.6113951789627465,1369
100,2100,25.0,5,4,proposed,0.6330827234388154,0.3510948905109489,0.36423357664233574,1370
100,2100,25.0,17,0,cnn,0.573795003246346,,,0
100,2100,25.0,17,0,lookup,0.6069676530687096,0.3590308370044053,0.6218795888399412,1362
100,2100,25.0,17,0,proposed,0.5930778733874441,0.3634361233480176,0.38252569750367105,1362
100,2100,25.0,17,1,cnn,0.5876250018282173,,,0
100,2100,25.0,17,1,lookup,0.6163397235592137,0.33992673992673994,0.6124542124542125,1365
