budget_per_class,labeled_runs,pct_of_dev_labels,seed,fold,arm,F1macro,RootAlarmChrono,RootAlarmKB,RootAlarm_n
100,2100,25.0,17,1,proposed,0.6122390782120394,0.3465201465201465,0.3758241758241758,1365
100,2100,25.0,17,2,cnn,0.5706237833000751,,,0
100,2100,25.0,17,2,lookup,0.5999074771471958,0.3338181818181818,0.6152727272727273,1375
100,2100,25.0,17,2,proposed,0.5972489499557276,0.34763636363636363,0.37018181818181817,1375
100,2100,25.0,17,3,cnn,0.5854547972256446,,,0
100,2100,25.0,17,3,lookup,0.6182312941215307,0.3416422287390029,0.6217008797653959,1364
100,2100,25.0,17,3,proposed,0.6092034411201552,0.3462949376375642,0.3991195891415994,1363
100,2100,25.0,17,4,cnn,0.5819666473920144,,,0
100,2100,25.0,17,4,lookup,0.6021947010882182,0.3682256867112101,0.6191536748329621,1347
100,2100,25.0,17,4,proposed,0.59822525413274,0.39198218262806234,0.4335560504825538,1347
100,2100,25.0,42,0,cnn,0.5817033348567473,,,0
100,2100,25.0,42,0,lookup,0.6335734910675784,0.34744525547445254,0.5941605839416059,1370
100,2100,25.0,42,0,proposed,0.624067106057386,0.3532846715328467,0.3700729927007299,1370
100,2100,25.0,42,1,cnn,0.5938006061138645,,,0
100,2100,25.0,42,1,lookup,0.661653598833332,0.3357245337159254,0.6291248206599713,1394
100,2100,25.0,42,1,proposed,0.6553972439781889,0.34554597701149425,0.3829022988505747,1392
100,2100,25.0,42,2,cnn,0.5833126168401279,,,0
100,2100,25.0,42,2,lookup,0.6217276390150359,0.3516483516483517,0.6175824175824176,1365
100,2100,25.0,42,2,proposed,0.6095363802153193,0.35604395604395606,0.38754578754578756,1365
100,2100,25.0,42,3,cnn,0.582071414165264,,,0
100,2100,25.0,42,3,lookup,0.6052019012904387,0.33138686131386863,0.618978102189781,1370
100,2100,25.0,42,3,proposed,0.6007146629168939,0.34744525547445254,0.3795620437956204,1370
100,2100,25.0,42,4,cnn,0.5930284385669563,,,0
100,2100,25.0,42,4,lookup,0.6390285164112652,0.34014598540145985,0.6167883211678832,1370
100,2100,25.0,42,4,proposed,0.634904423436149,0.33795620437956203,0.38175182481751824,1370
200,4200,50.0,5,0,cnn,0.6349217418450841,,,0
200,4200,50.0,5,0,lookup,0.6796676228157577,0.34411764705882353,0.6235294117647059,1360
200,4200,50.0,5,0,proposed,0.6704881014221576,0.3573529411764706,0.3735294117647059,1360
200,4200,50.0,5,1,cnn,0.633390929859048,,,0
200,4200,50.0,5,1,lookup,0.6896294574901786,0.34750733137829914,0.6165689149560117,1364
200,4200,50.0,5,1,proposed,0.684254113604799,0.3537563822027717,0.3887673231218089,1371
200,4200,50.0,5,2,cnn,0.6361373803207182,,,0
200,4200,50.0,5,2,lookup,0.676970148310695,0.36449963476990505,0.6099342585829073,1369
200,4200,50.0,5,2,proposed,0.6675242929890496,0.3660130718954248,0.4045025417574437,1377
200,4200,50.0,5,3,cnn,0.6511276904477227,,,0
200,4200,50.0,5,3,lookup,0.7048210688306292,0.34508076358296624,0.6233480176211453,1362
200,4200,50.0,5,3,proposed,0.6978122897627689,0.3625644804716286,0.38540899042004423,1357
200,4200,50.0,5,4,cnn,0.6444064297555866,,,0
200,4200,50.0,5,4,lookup,0.6882770116609406,0.3558327219369039,0.6192223037417461,1363
200,4200,50.0,5,4,proposed,0.6816183295830094,0.3565663976522377,0.3734409391049156,1363
200,4200,50.0,17,0,cnn,0.6365235237684498,,,0
200,4200,50.0,17,0,lookup,0.681566884355527,0.35688005886681384,0.6254598969830758,1359
200,4200,50.0,17,0,proposed,0.6695323888759559,0.35808823529411765,0.37720588235294117,1360
200,4200,50.0,17,1,cnn,0.6503530669086317,,,0
200,4200,50.0,17,1,lookup,0.6874955180735707,0.3438648052902278,0.6091109478324761,1361
200,4200,50.0,17,1,proposed,0.6792305362670725,0.34952170713760117,0.37527593818984545,1359
200,4200,50.0,17,2,cnn,0.6569215067033047,,,0
200,4200,50.0,17,2,lookup,0.7139907783896662,0.3526392961876833,0.6224340175953079,1364
200,4200,50.0,17,2,proposed,0.7071147388723068,0.3609077598828697,0.3733528550512445,1366
200,4200,50.0,17,3,cnn,0.6391798613135207,,,0
200,4200,50.0,17,3,lookup,0.690969450848681,0.336734693877551,0.6188046647230321,1372
200,4200,50.0,17,3,proposed,0.6883615487618937,0.3464052287581699,0.38344226579520696,1377
200,4200,50.0,17,4,cnn,0.6439554562810523,,,0
200,4200,50.0,17,4,lookup,0.6907985735376669,0.34959941733430444,0.6081573197378004,1373
200,4200,50.0,17,4,proposed,0.6801056372658442,0.37490882567469,0.3712618526622903,1371
200,4200,50.0,42,0,cnn,0.6578204102223397,,,0
200,4200,50.0,42,0,lookup,0.7063781645349853,0.3379160636758321,0.5955137481910275,1382
200,4200,50.0,42,0,proposed,0.7008851462697061,0.3531544597534445,0.36185641769398114,1379
200,4200,50.0,42,1,cnn,0.6473764751421017,,,0
200,4200,50.0,42,1,lookup,0.6984471817705279,0.349008082292432,0.630418809698751,1361
200,4200,50.0,42,1,proposed,0.6964172686638435,0.368575624082232,0.39280469897209985,1362
200,4200,50.0,42,2,cnn,0.6494656412827418,,,0
200,4200,50.0,42,2,lookup,0.7008478157002362,0.3550036523009496,0.6194302410518627,1369
200,4200,50.0,42,2,proposed,0.690419124747061,0.3611111111111111,0.3845029239766082,1368
200,4200,50.0,42,3,cnn,0.661938658047769,,,0
200,4200,50.0,42,3,lookup,0.7176373189330779,0.35755813953488375,0.623546511627907,1376
200,4200,50.0,42,3,proposed,0.7091463529257601,0.3756345177664975,0.45975344452501815,1379
200,4200,50.0,42,4,cnn,0.658157215224256,,,0
200,4200,50.0,42,4,lookup,0.7093659519349456,0.33357825128581925,0.6208670095518002,1361
200,4200,50.0,42,4,proposed,0.7047919582410507,0.35043988269794724,0.4083577712609971,1364
400,8400,100.0,5,0,cnn,0.7002104244617915,,,0
400,8400,100.0,5,0,lookup,0.758734469855113,0.34019103600293904,0.6193975018368847,1361
400,8400,100.0,5,0,proposed,0.7449786575081164,0.3575624082232012,0.3788546255506608,1362
400,8400,100.0,5,1,cnn,0.6782087713544664,,,0
400,8400,100.0,5,1,lookup,0.7449327880986619,0.3486988847583643,0.620817843866171,1345
400,8400,100.0,5,1,proposed,0.7302690908179539,0.36035372144436256,0.38909358879882094,1357
400,8400,100.0,5,2,cnn,0.692837406701348,,,0
400,8400,100.0,5,2,lookup,0.7479793792507242,0.36284470246734396,0.6161103047895501,1378
400,8400,100.0,5,2,proposed,0.746240429385032,0.36620739666424945,0.3966642494561276,1379
400,8400,100.0,5,3,cnn,0.6999852258282985,,,0
400,8400,100.0,5,3,lookup,0.7485821216999166,0.34837278106508873,0.6235207100591716,1352
400,8400,100.0,5,3,proposed,0.7383131699104318,0.3556701030927835,0.38144329896907214,1358
400,8400,100.0,5,4,cnn,0.6943048663318868,,,0
400,8400,100.0,5,4,lookup,0.7484901087823477,0.3528980190755686,0.6221570066030815,1363
400,8400,100.0,5,4,proposed,0.7369061845439666,0.3585043988269795,0.36950146627565983,1364
400,8400,100.0,17,0,cnn,0.6826321899941782,,,0
400,8400,100.0,17,0,lookup,0.7483790583494299,0.35505124450951686,0.6266471449487555,1366
400,8400,100.0,17,0,proposed,0.731819890509052,0.358974358974359,0.3941391941391941,1365
400,8400,100.0,17,1,cnn,0.7004335127415181,,,0
400,8400,100.0,17,1,lookup,0.7489190474556122,0.35081240768094535,0.6166912850812407,1354
400,8400,100.0,17,1,proposed,0.7435558671854329,0.35929463629684055,0.37913299044819987,1361
400,8400,100.0,17,2,cnn,0.7128049946011917,,,0
400,8400,100.0,17,2,lookup,0.7559574348263965,0.3539367181751288,0.6291390728476821,1359
400,8400,100.0,17,2,proposed,0.7428716302796774,0.3551470588235294,0.39191176470588235,1360
400,8400,100.0,17,3,cnn,0.6985688153134757,,,0
400,8400,100.0,17,3,lookup,0.7543810810351204,0.33897058823529413,0.6132352941176471,1360
400,8400,100.0,17,3,proposed,0.7515596214902173,0.3516483516483517,0.37362637362637363,1365
400,8400,100.0,17,4,cnn,0.6817184089897589,,,0
400,8400,100.0,17,4,lookup,0.7452165433063888,0.3422770123277737,0.6062364031907179,1379
400,8400,100.0,17,4,proposed,0.7416033667558769,0.35985401459854016,0.3708029197080292,1370
400,8400,100.0,42,0,cnn,0.7037239659075704,,,0
400,8400,100.0,42,0,lookup,0.75731205972102,0.33795620437956203,0.6021897810218978,1370
400,8400,100.0,42,0,proposed,0.7457526286513799,0.3491253644314869,0.37026239067055394,1372
400,8400,100.0,42,1,cnn,0.6956676060602387,,,0
400,8400,100.0,42,1,lookup,0.7451000423349976,0.3509157509157509,0.6329670329670329,1365
400,8400,100.0,42,1,proposed,0.7425048669919848,0.36496350364963503,0.38686131386861317,1370
400,8400,100.0,42,2,cnn,0.6981523721104098,,,0
400,8400,100.0,42,2,lookup,0.7455780764533779,0.3609077598828697,0.6185944363103953,1366
400,8400,100.0,42,2,proposed,0.7368685112637332,0.36490455212922174,0.3869309838472834,1362
400,8400,100.0,42,3,cnn,0.7077632176674382,,,0
400,8400,100.0,42,3,lookup,0.7676507440748411,0.350253807106599,0.6200145032632343,1379
400,8400,100.0,42,3,proposed,0.7577271958334302,0.37144938091769847,0.3780043699927167,1373
400,8400,100.0,42,4,cnn,0.704119895691366,,,0
400,8400,100.0,42,4,lookup,0.7582659391550164,0.349063670411985,0.6232209737827715,1335
400,8400,100.0,42,4,proposed,0.7515828184127628,0.3526354862657758,0.392724573125464,1347
